,temperature_2m,wind_speed_10m,wind_direction_10m,cloud_cover,shortwave_radiation,precipitation,Price (EUR/MWhe),P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Datetime (UTC),hour,day_of_week,month,is_weekend,price_lag_1h,price_lag_24h,price_lag_168h,P_lag_1h,P_lag_24h
730,17.3,21.0,235,100,257.0,0.3,60.08,48.8,0.22,73.81,1.07,55.42,17.45,6.34,2023-07-31 10:00:00,10,0,7,0,63.91,-19.07,75.54,231.37,158.15
731,16.5,14.5,215,100,181.0,1.5,52.55,225.46,44.04,235.05,4.54,57.13,16.26,4.76,2023-07-31 11:00:00,11,0,7,0,60.08,-41.28,66.75,48.8,170.47
732,17.7,22.6,233,99,157.0,0.9,52.11,216.07,95.85,173.75,4.96,54.68,17.47,5.66,2023-07-31 12:00:00,12,0,7,0,52.55,-53.58,63.08,225.46,179.96
733,17.9,16.5,234,100,304.0,0.0,56.25,201.18,77.41,176.5,4.44,48.85,18.9,6.9,2023-07-31 13:00:00,13,0,7,0,52.11,-48.4,62.46,216.07,213.92
734,18.9,15.9,232,99,179.0,0.0,64.1,140.85,40.26,144.58,2.98,40.95,19.99,6.83,2023-07-31 14:00:00,14,0,7,0,56.25,-26.64,65.56,201.18,152.59
735,18.6,15.6,232,100,144.0,0.0,76.82,106.86,17.49,127.73,2.18,32.0,20.36,5.72,2023-07-31 15:00:00,15,0,7,0,64.1,-0.25,77.53,140.85,190.11
736,18.9,14.2,240,100,131.0,0.0,88.61,38.88,2.32,60.45,0.9,22.64,20.35,4.97,2023-07-31 16:00:00,16,0,7,0,76.82,16.88,98.24,106.86,153.97
737,17.4,5.9,223,100,44.0,0.6,99.33,13.64,0.13,29.01,0.42,13.32,19.94,4.9,2023-07-31 17:00:00,17,0,7,0,88.61,67.56,114.89,38.88,91.24
738,18.1,15.8,235,100,19.0,0.9,102.08,1.03,0.0,8.25,0.12,4.41,19.29,4.41,2023-07-31 18:00:00,18,0,7,0,99.33,88.3,129.89,13.64,46.48
739,17.3,13.8,231,100,13.0,0.0,99.52,0.0,0.0,0.0,0.0,0.0,18.16,4.14,2023-07-31 19:00:00,19,0,7,0,102.08,91.09,126.68,1.03,0.0
740,16.8,15.0,215,100,0.0,0.1,95.08,0.0,0.0,0.0,0.0,0.0,17.73,4.28,2023-07-31 20:00:00,20,0,7,0,99.52,90.34,111.83,0.0,0.0
741,15.4,14.0,215,100,0.0,0.7,85.9,0.0,0.0,0.0,0.0,0.0,16.87,4.76,2023-07-31 21:00:00,21,0,7,0,95.08,81.29,101.97,0.0,0.0
742,15.3,15.1,205,100,0.0,1.4,70.89,0.0,0.0,0.0,0.0,0.0,16.44,4.9,2023-07-31 22:00:00,22,0,7,0,85.9,61.27,94.15,0.0,0.0
743,15.4,16.4,213,100,0.0,0.2,62.45,0.0,0.0,0.0,0.0,0.0,16.17,4.69,2023-07-31 23:00:00,23,0,7,0,70.89,52.89,86.12,0.0,0.0
744,15.1,15.6,214,100,0.0,0.0,59.36,0.0,0.0,0.0,0.0,0.0,16.02,4.41,2023-08-01 00:00:00,0,1,8,0,62.45,45.25,84.2,0.0,0.0
745,14.6,16.3,208,100,0.0,1.4,56.93,0.0,0.0,0.0,0.0,0.0,15.98,4.69,2023-08-01 01:00:00,1,1,8,0,59.36,36.07,84.21,0.0,0.0
746,14.8,14.0,203,100,0.0,2.0,57.74,0.0,0.0,0.0,0.0,0.0,16.07,5.03,2023-08-01 02:00:00,2,1,8,0,56.93,37.4,85.1,0.0,0.0
747,15.1,15.6,206,100,0.0,2.3,67.6,0.0,0.0,0.0,0.0,-2.52,16.16,4.9,2023-08-01 03:00:00,3,1,8,0,57.74,57.36,93.94,0.0,0.0
748,15.3,16.6,221,100,0.0,4.8,90.55,0.41,0.0,6.71,0.1,5.81,16.16,4.55,2023-08-01 04:00:00,4,1,8,0,67.6,82.85,113.7,0.0,3.83
749,15.2,15.7,217,100,4.0,6.9,96.98,2.31,0.0,10.82,0.16,14.83,16.1,4.34,2023-08-01 05:00:00,5,1,8,0,90.55,93.53,140.85,0.41,55.07
750,15.8,18.5,246,100,17.0,0.8,93.23,5.11,0.0,15.81,0.23,24.19,16.01,4.34,2023-08-01 06:00:00,6,1,8,0,96.98,90.37,141.52,2.31,130.27
751,16.1,17.3,253,100,82.0,0.0,92.1,31.05,0.0,51.71,0.74,33.51,15.75,3.45,2023-08-01 07:00:00,7,1,8,0,93.23,83.75,112.4,5.11,166.76
752,16.0,16.6,275,100,166.0,0.0,90.46,122.35,14.8,145.36,2.42,42.31,15.8,3.79,2023-08-01 08:00:00,8,1,8,0,92.1,69.53,106.16,31.05,192.16
753,16.7,16.6,275,100,415.0,0.0,85.87,274.48,158.97,178.14,6.48,49.9,15.64,4.55,2023-08-01 09:00:00,9,1,8,0,90.46,63.91,96.71,122.35,231.37
754,17.7,15.5,270,97,540.0,0.0,78.3,318.64,144.69,246.76,7.35,55.18,17.44,4.55,2023-08-01 10:00:00,10,1,8,0,85.87,60.08,92.8,274.48,48.8
755,17.2,17.8,277,86,417.0,0.0,68.26,327.89,215.43,188.72,8.4,56.88,18.57,5.03,2023-08-01 11:00:00,11,1,8,0,78.3,52.55,85.82,318.64,225.46
756,18.2,17.3,266,89,408.0,0.0,63.61,318.58,231.42,163.37,8.35,54.44,19.26,5.24,2023-08-01 12:00:00,12,1,8,0,68.26,52.11,82.79,327.89,216.07
757,18.2,17.7,265,100,441.0,0.0,58.98,292.97,190.04,175.73,7.26,48.63,19.67,5.45,2023-08-01 13:00:00,13,1,8,0,63.61,56.25,82.83,318.58,201.18
758,18.8,17.3,268,100,424.0,0.0,60.99,252.23,192.59,127.22,6.19,40.75,19.72,5.79,2023-08-01 14:00:00,14,1,8,0,58.98,64.1,83.52,292.97,140.85
759,19.3,19.4,255,91,351.0,0.2,70.24,187.96,152.27,93.52,4.32,31.8,19.3,5.79,2023-08-01 15:00:00,15,1,8,0,60.99,76.82,88.17,252.23,106.86
760,15.3,13.8,276,100,127.0,5.5,83.29,155.35,112.48,96.39,3.1,22.44,19.03,5.59,2023-08-01 16:00:00,16,1,8,0,70.24,88.61,108.89,187.96,38.88
761,15.4,11.4,246,78,87.0,0.5,97.44,76.21,66.54,48.57,1.33,13.12,18.57,4.76,2023-08-01 17:00:00,17,1,8,0,83.29,99.33,120.08,155.35,13.64
762,15.7,13.6,258,100,126.0,0.0,111.34,9.78,13.51,11.98,0.22,4.2,17.89,4.14,2023-08-01 18:00:00,18,1,8,0,97.44,102.08,121.81,76.21,1.03
763,14.9,14.0,252,94,15.0,0.2,108.82,0.0,0.0,0.0,0.0,0.0,16.86,3.86,2023-08-01 19:00:00,19,1,8,0,111.34,99.52,119.68,9.78,0.0
764,14.7,10.6,246,100,0.0,0.1,101.0,0.0,0.0,0.0,0.0,0.0,16.33,3.86,2023-08-01 20:00:00,20,1,8,0,108.82,95.08,111.92,0.0,0.0
765,14.3,14.2,240,100,0.0,0.0,91.6,0.0,0.0,0.0,0.0,0.0,15.87,4.0,2023-08-01 21:00:00,21,1,8,0,101.0,85.9,102.94,0.0,0.0
766,14.0,13.7,243,94,0.0,0.0,84.79,0.0,0.0,0.0,0.0,0.0,15.65,3.93,2023-08-01 22:00:00,22,1,8,0,91.6,70.89,96.03,0.0,0.0
767,13.8,11.8,230,96,0.0,0.0,73.73,0.0,0.0,0.0,0.0,0.0,15.42,3.66,2023-08-01 23:00:00,23,1,8,0,84.79,62.45,89.72,0.0,0.0
768,13.3,9.4,223,33,0.0,0.0,67.14,0.0,0.0,0.0,0.0,0.0,15.15,3.79,2023-08-02 00:00:00,0,2,8,0,73.73,59.36,86.5,0.0,0.0
769,13.2,7.6,205,100,0.0,0.0,63.08,0.0,0.0,0.0,0.0,0.0,15.03,3.79,2023-08-02 01:00:00,1,2,8,0,67.14,56.93,80.65,0.0,0.0
770,13.5,7.6,199,100,0.0,0.2,68.9,0.0,0.0,0.0,0.0,0.0,15.06,3.72,2023-08-02 02:00:00,2,2,8,0,63.08,57.74,80.3,0.0,0.0
771,13.7,8.9,212,82,0.0,0.2,82.77,0.0,0.0,0.0,0.0,-2.72,14.86,3.59,2023-08-02 03:00:00,3,2,8,0,68.9,67.6,86.38,0.0,0.0
772,13.5,10.8,201,100,0.0,0.0,100.97,24.13,17.75,27.39,0.46,5.62,14.59,3.52,2023-08-02 04:00:00,4,2,8,0,82.77,90.55,103.44,0.0,0.41
773,14.1,12.6,207,100,21.0,0.0,107.48,42.36,11.68,55.02,0.91,14.65,14.87,3.52,2023-08-02 05:00:00,5,2,8,0,100.97,96.98,112.58,24.13,2.31
774,14.7,14.6,213,100,69.0,0.0,101.0,124.66,28.51,135.78,2.39,24.01,15.37,2.9,2023-08-02 06:00:00,6,2,8,0,107.48,93.23,117.42,42.36,5.11
775,15.2,17.2,200,100,137.0,0.0,90.76,128.03,29.9,137.63,2.56,33.32,16.3,5.66,2023-08-02 07:00:00,7,2,8,0,101.0,92.1,103.62,124.66,31.05
776,15.1,14.9,188,100,100.0,0.2,83.84,186.94,42.77,193.17,3.75,42.12,16.77,4.62,2023-08-02 08:00:00,8,2,8,0,90.76,90.46,96.64,128.03,122.35
777,15.8,15.8,180,99,92.0,0.7,73.4,150.09,26.71,166.32,3.05,49.68,17.63,6.07,2023-08-02 09:00:00,9,2,8,0,83.84,85.87,90.68,186.94,274.48
778,15.3,15.2,176,100,94.0,0.0,61.96,42.73,0.0,66.68,0.96,54.94,17.71,5.93,2023-08-02 10:00:00,10,2,8,0,73.4,78.3,85.12,150.09,318.64
779,15.3,16.3,185,100,69.0,0.5,44.72,55.16,0.0,81.6,1.17,56.63,16.94,4.97,2023-08-02 11:00:00,11,2,8,0,61.96,68.26,77.81,42.73,327.89
780,16.0,18.5,173,100,131.0,0.1,38.11,48.15,0.24,72.78,1.05,54.19,16.62,5.38,2023-08-02 12:00:00,12,2,8,0,44.72,63.61,73.26,55.16,318.58
781,16.3,18.4,191,99,92.0,0.4,32.82,40.79,0.03,63.88,0.92,48.4,16.2,5.31,2023-08-02 13:00:00,13,2,8,0,38.11,58.98,70.46,48.15,292.97
782,16.7,16.8,190,98,78.0,0.5,39.17,30.87,0.0,51.57,0.74,40.54,16.33,5.31,2023-08-02 14:00:00,14,2,8,0,32.82,60.99,78.51,40.79,252.23
783,18.8,22.2,205,92,106.0,0.4,58.54,94.49,24.79,104.32,1.99,31.6,16.59,5.17,2023-08-02 15:00:00,15,2,8,0,39.17,70.24,86.46,30.87,187.96
784,18.9,25.1,205,100,250.0,0.0,70.91,104.7,60.44,84.87,2.14,22.25,17.92,5.52,2023-08-02 16:00:00,16,2,8,0,58.54,83.29,102.21,94.49,155.35
785,18.7,22.7,203,73,197.0,0.0,81.04,38.04,9.93,52.45,0.85,12.92,19.0,5.79,2023-08-02 17:00:00,17,2,8,0,70.91,97.44,115.8,104.7,76.21
786,17.4,19.4,202,53,120.0,0.0,82.98,14.54,22.52,11.59,0.24,3.99,19.13,5.45,2023-08-02 18:00:00,18,2,8,0,81.04,111.34,122.1,38.04,9.78
787,16.9,19.7,208,60,35.0,0.0,79.97,0.0,0.0,0.0,0.0,0.0,18.45,5.52,2023-08-02 19:00:00,19,2,8,0,82.98,108.82,118.44,14.54,0.0
788,17.2,20.4,212,60,0.0,0.0,67.85,0.0,0.0,0.0,0.0,0.0,17.23,4.83,2023-08-02 20:00:00,20,2,8,0,79.97,101.0,111.42,0.0,0.0
789,16.5,14.0,247,99,0.0,0.9,48.41,0.0,0.0,0.0,0.0,0.0,16.69,4.0,2023-08-02 21:00:00,21,2,8,0,67.85,91.6,98.37,0.0,0.0
790,16.0,7.7,208,100,0.0,0.0,27.94,0.0,0.0,0.0,0.0,0.0,16.33,4.21,2023-08-02 22:00:00,22,2,8,0,48.41,84.79,96.2,0.0,0.0
791,16.4,15.6,214,83,0.0,0.0,16.99,0.0,0.0,0.0,0.0,0.0,16.08,4.41,2023-08-02 23:00:00,23,2,8,0,27.94,73.73,85.73,0.0,0.0
792,15.9,17.3,216,77,0.0,0.0,10.55,0.0,0.0,0.0,0.0,0.0,15.94,5.1,2023-08-03 00:00:00,0,3,8,0,16.99,67.14,79.81,0.0,0.0
793,15.8,18.6,212,79,0.0,0.1,9.08,0.0,0.0,0.0,0.0,0.0,16.0,5.66,2023-08-03 01:00:00,1,3,8,0,10.55,63.08,73.68,0.0,0.0
794,15.7,24.9,214,75,0.0,0.2,10.28,0.0,0.0,0.0,0.0,0.0,15.88,6.0,2023-08-03 02:00:00,2,3,8,0,9.08,68.9,73.98,0.0,0.0
795,15.8,24.3,220,90,0.0,0.1,26.67,0.0,0.0,0.0,0.0,-2.93,15.84,6.28,2023-08-03 03:00:00,3,3,8,0,10.28,82.77,81.65,0.0,0.0
796,15.4,25.5,220,69,0.0,0.0,50.77,22.86,18.82,25.0,0.43,5.42,15.45,6.62,2023-08-03 04:00:00,4,3,8,0,26.67,100.97,96.52,0.0,24.13
797,15.1,26.2,226,82,28.0,0.0,65.31,57.77,32.14,55.24,1.11,14.46,15.41,6.9,2023-08-03 05:00:00,5,3,8,0,50.77,107.48,110.35,22.86,42.36
798,15.3,25.5,226,76,96.0,0.1,70.62,150.49,113.17,85.72,2.98,23.82,15.72,7.1,2023-08-03 06:00:00,6,3,8,0,65.31,101.0,111.51,57.77,124.66
799,15.4,26.2,224,67,181.0,0.0,56.39,187.13,122.19,116.57,4.08,33.13,16.19,7.03,2023-08-03 07:00:00,7,3,8,0,70.62,90.76,104.13,150.49,128.03
800,16.0,28.1,230,65,262.0,0.0,43.25,213.53,99.39,166.79,4.67,41.92,16.27,7.79,2023-08-03 08:00:00,8,3,8,0,56.39,83.84,99.13,187.13,186.94
801,16.3,25.5,227,95,277.0,0.0,34.9,240.61,83.55,213.18,5.16,49.46,16.77,7.59,2023-08-03 09:00:00,9,3,8,0,43.25,73.4,96.22,213.53,150.09
802,16.6,26.7,224,93,265.0,0.0,23.99,245.21,93.74,209.06,5.47,54.7,17.34,6.83,2023-08-03 10:00:00,10,3,8,0,34.9,61.96,88.86,240.61,42.73
803,16.6,25.2,223,100,245.0,0.0,13.31,256.2,158.35,158.0,6.45,56.37,17.74,7.1,2023-08-03 11:00:00,11,3,8,0,23.99,44.72,84.59,245.21,55.16
804,16.5,22.7,224,98,237.0,0.0,10.22,257.18,172.78,146.15,6.6,53.94,18.29,7.17,2023-08-03 12:00:00,12,3,8,0,13.31,38.11,83.72,256.2,48.15
805,17.4,24.2,227,91,297.0,0.0,11.26,252.07,150.89,162.95,6.13,48.17,18.35,7.59,2023-08-03 13:00:00,13,3,8,0,10.22,32.82,85.21,257.18,40.79
806,17.3,25.2,233,100,331.0,0.0,18.16,251.82,181.82,135.58,6.14,40.32,18.9,7.72,2023-08-03 14:00:00,14,3,8,0,11.26,39.17,92.42,252.07,30.87
807,17.2,22.3,236,90,238.0,0.0,41.58,206.6,146.82,120.75,4.66,31.39,19.5,7.45,2023-08-03 15:00:00,15,3,8,0,18.16,58.54,104.38,251.82,94.49
808,17.0,18.7,232,68,199.0,0.0,82.35,89.94,54.22,73.9,1.9,22.04,18.79,6.41,2023-08-03 16:00:00,16,3,8,0,41.58,70.91,114.06,206.6,104.7
809,16.1,19.2,244,100,127.0,0.9,93.48,63.14,39.45,57.0,1.18,12.71,17.92,5.1,2023-08-03 17:00:00,17,3,8,0,82.35,81.04,117.63,89.94,38.04
810,16.5,16.8,247,98,49.0,0.8,100.94,22.9,32.46,14.69,0.3,3.78,17.45,5.38,2023-08-03 18:00:00,18,3,8,0,93.48,82.98,114.42,63.14,14.54
811,15.7,16.0,256,99,15.0,0.8,100.8,0.0,0.0,0.0,0.0,0.0,16.9,4.97,2023-08-03 19:00:00,19,3,8,0,100.94,79.97,113.16,22.9,0.0
812,15.3,12.4,262,95,0.0,0.0,99.36,0.0,0.0,0.0,0.0,0.0,16.24,4.48,2023-08-03 20:00:00,20,3,8,0,100.8,67.85,110.49,0.0,0.0
813,14.8,12.7,263,92,0.0,0.0,86.48,0.0,0.0,0.0,0.0,0.0,15.8,4.14,2023-08-03 21:00:00,21,3,8,0,99.36,48.41,102.97,0.0,0.0
814,14.5,11.4,257,72,0.0,0.0,85.77,0.0,0.0,0.0,0.0,0.0,15.68,3.86,2023-08-03 22:00:00,22,3,8,0,86.48,27.94,88.1,0.0,0.0
815,14.1,8.8,289,65,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,15.6,3.59,2023-08-03 23:00:00,23,3,8,0,85.77,16.99,82.68,0.0,0.0
816,14.2,5.2,286,93,0.0,0.0,77.33,0.0,0.0,0.0,0.0,0.0,15.47,3.38,2023-08-04 00:00:00,0,4,8,0,81.0,10.55,80.32,0.0,0.0
817,14.0,3.9,248,97,0.0,0.0,76.79,0.0,0.0,0.0,0.0,0.0,15.23,2.9,2023-08-04 01:00:00,1,4,8,0,77.33,9.08,77.88,0.0,0.0
818,14.2,5.9,281,100,0.0,0.0,78.26,0.0,0.0,0.0,0.0,0.0,14.97,2.41,2023-08-04 02:00:00,2,4,8,0,76.79,10.28,79.87,0.0,0.0
819,13.9,5.1,278,99,0.0,0.0,86.44,0.0,0.0,0.0,0.0,-3.14,14.69,2.34,2023-08-04 03:00:00,3,4,8,0,78.26,26.67,88.49,0.0,0.0
820,13.7,6.2,291,100,0.0,0.0,106.19,1.4,0.0,8.95,0.13,5.23,14.39,2.07,2023-08-04 04:00:00,4,4,8,0,86.44,50.77,102.96,0.0,22.86
821,13.6,4.5,284,100,20.0,0.0,123.55,10.31,0.0,23.78,0.34,14.28,14.43,1.93,2023-08-04 05:00:00,5,4,8,0,106.19,65.31,115.55,1.4,57.77
822,14.2,7.4,309,97,65.0,0.0,120.77,112.97,65.98,87.32,2.28,23.64,14.44,1.72,2023-08-04 06:00:00,6,4,8,0,123.55,70.62,112.87,10.31,150.49
823,14.8,6.3,301,99,163.0,0.0,101.72,124.7,27.96,135.94,2.51,32.95,15.3,2.28,2023-08-04 07:00:00,7,4,8,0,120.77,56.39,107.1,112.97,187.13
824,15.3,5.2,295,100,199.0,0.0,93.91,188.51,50.82,187.9,3.87,41.71,15.86,2.14,2023-08-04 08:00:00,8,4,8,0,101.72,43.25,101.28,124.7,213.53
825,16.2,6.6,311,98,238.0,0.0,89.41,255.95,116.82,202.94,5.87,49.24,16.71,2.21,2023-08-04 09:00:00,9,4,8,0,93.91,34.9,90.81,188.51,240.61
826,16.4,8.2,319,100,314.0,0.0,84.46,320.29,152.33,247.19,7.65,54.45,17.85,2.07,2023-08-04 10:00:00,10,4,8,0,89.41,23.99,84.11,255.95,245.21
827,16.5,7.4,317,100,218.0,0.0,76.81,279.04,116.65,233.75,6.53,56.11,18.88,2.07,2023-08-04 11:00:00,11,4,8,0,84.46,13.31,78.67,320.29,256.2
828,17.4,8.9,313,100,302.0,0.0,72.34,236.59,109.59,190.09,5.64,53.68,19.24,2.21,2023-08-04 12:00:00,12,4,8,0,76.81,10.22,73.77,279.04,257.18
829,18.3,7.9,309,100,346.0,0.1,71.93,188.72,64.49,178.27,4.19,47.93,19.36,2.07,2023-08-04 13:00:00,13,4,8,0,72.34,11.26,75.76,236.59,252.07
830,18.4,8.0,333,100,390.0,0.0,77.98,189.73,91.07,154.59,4.34,40.1,19.21,2.07,2023-08-04 14:00:00,14,4,8,0,71.93,18.16,81.76,188.72,251.82
831,18.8,4.7,328,100,220.0,0.0,90.55,86.28,16.63,104.55,1.83,31.18,19.24,1.17,2023-08-04 15:00:00,15,4,8,0,77.98,41.58,94.52,189.73,206.6
832,18.4,4.8,312,100,143.0,0.0,101.51,132.78,83.37,99.06,2.71,21.83,18.85,1.45,2023-08-04 16:00:00,16,4,8,0,90.55,82.35,107.42,86.28,89.94
833,18.4,3.8,311,100,118.0,0.0,123.16,60.97,38.26,56.27,1.16,12.5,18.93,1.72,2023-08-04 17:00:00,17,4,8,0,101.51,93.48,125.8,132.78,63.14
834,18.2,2.5,278,95,98.0,0.0,135.82,20.68,27.17,16.5,0.31,3.55,18.52,1.24,2023-08-04 18:00:00,18,4,8,0,123.16,100.94,130.94,60.97,22.9
835,16.3,6.2,324,54,22.0,0.0,126.91,0.0,0.0,0.0,0.0,0.0,17.74,1.79,2023-08-04 19:00:00,19,4,8,0,135.82,100.8,122.22,20.68,0.0
836,15.4,9.6,326,100,0.0,0.0,110.44,0.0,0.0,0.0,0.0,0.0,16.74,1.93,2023-08-04 20:00:00,20,4,8,0,126.91,99.36,110.68,0.0,0.0
837,14.6,9.7,333,100,0.0,0.0,97.05,0.0,0.0,0.0,0.0,0.0,15.97,1.79,2023-08-04 21:00:00,21,4,8,0,110.44,86.48,101.35,0.0,0.0
838,13.8,7.4,321,100,0.0,0.0,98.76,0.0,0.0,0.0,0.0,0.0,15.33,1.79,2023-08-04 22:00:00,22,4,8,0,97.05,85.77,97.64,0.0,0.0
839,12.5,5.9,317,100,0.0,0.0,91.64,0.0,0.0,0.0,0.0,0.0,14.4,1.86,2023-08-04 23:00:00,23,4,8,0,98.76,81.0,91.38,0.0,0.0
840,11.9,4.5,331,100,0.0,0.0,89.15,0.0,0.0,0.0,0.0,0.0,13.75,1.59,2023-08-05 00:00:00,0,5,8,1,91.64,77.33,87.2,0.0,0.0
841,11.7,6.0,327,100,0.0,0.0,86.4,0.0,0.0,0.0,0.0,0.0,12.88,1.52,2023-08-05 01:00:00,1,5,8,1,89.15,76.79,83.72,0.0,0.0
842,12.1,5.2,326,100,0.0,0.0,86.62,0.0,0.0,0.0,0.0,0.0,12.15,1.66,2023-08-05 02:00:00,2,5,8,1,86.4,78.26,85.06,0.0,0.0
843,11.3,5.6,315,100,0.0,0.0,88.28,0.0,0.0,0.0,0.0,-3.35,11.55,1.66,2023-08-05 03:00:00,3,5,8,1,86.62,86.44,83.77,0.0,0.0
844,10.9,3.9,326,100,0.0,0.0,98.11,40.59,40.78,28.14,0.54,5.03,11.17,1.52,2023-08-05 04:00:00,4,5,8,1,88.28,106.19,83.67,0.0,1.4
845,11.5,4.3,336,100,33.0,0.0,97.1,145.89,135.09,64.92,2.27,14.09,11.97,0.97,2023-08-05 05:00:00,5,5,8,1,98.11,123.55,88.13,40.59,10.31
846,13.3,5.1,4,100,131.0,0.0,95.31,119.77,39.13,120.55,2.34,23.45,14.37,1.03,2023-08-05 06:00:00,6,5,8,1,97.1,120.77,87.66,145.89,112.97
847,14.6,4.5,346,100,253.0,0.0,88.15,189.11,85.4,156.72,3.97,32.75,15.54,1.66,2023-08-05 07:00:00,7,5,8,1,95.31,101.72,85.33,119.77,124.7
848,15.9,3.3,77,76,335.0,0.0,80.89,247.67,118.78,194.69,5.58,41.51,16.56,0.9,2023-08-05 08:00:00,8,5,8,1,88.15,93.91,74.37,189.11,188.51
849,16.9,4.6,129,78,463.0,0.0,73.19,282.76,183.35,176.18,7.19,49.01,17.48,0.21,2023-08-05 09:00:00,9,5,8,1,80.89,89.41,64.01,247.67,255.95
850,18.0,5.3,152,100,562.0,0.0,63.47,307.52,221.28,170.81,8.34,54.19,18.31,0.07,2023-08-05 10:00:00,10,5,8,1,73.19,84.46,52.55,282.76,320.29
851,19.1,6.5,180,100,615.0,0.0,53.9,263.52,197.59,139.31,7.28,55.84,19.21,0.34,2023-08-05 11:00:00,11,5,8,1,63.47,76.81,35.74,307.52,279.04
852,19.9,7.0,168,88,686.0,0.0,50.3,258.64,191.75,139.77,7.07,53.42,19.83,0.69,2023-08-05 12:00:00,12,5,8,1,53.9,72.34,21.06,263.52,236.59
853,20.8,7.9,183,91,684.0,0.0,56.79,249.75,196.35,126.11,6.77,47.69,20.34,0.97,2023-08-05 13:00:00,13,5,8,1,50.3,71.93,22.55,258.64,188.72
854,20.9,7.1,204,96,477.0,0.0,73.11,218.43,151.54,133.96,5.46,39.87,20.64,1.1,2023-08-05 14:00:00,14,5,8,1,56.79,77.98,42.62,249.75,189.73
855,20.6,7.9,164,62,443.0,0.0,90.63,158.59,106.7,107.18,3.68,30.96,20.8,1.38,2023-08-05 15:00:00,15,5,8,1,73.11,90.55,57.76,218.43,86.28
856,20.5,8.4,173,60,338.0,0.0,106.85,108.14,68.27,84.95,2.28,21.61,20.5,1.52,2023-08-05 16:00:00,16,5,8,1,90.63,101.51,79.33,158.59,132.78
857,20.3,6.8,162,54,253.0,0.0,120.58,73.1,59.42,53.26,1.32,12.28,19.99,1.59,2023-08-05 17:00:00,17,5,8,1,106.85,123.16,89.72,108.14,60.97
858,18.5,9.0,151,71,125.0,0.0,126.72,16.72,26.62,11.77,0.24,3.33,19.13,1.93,2023-08-05 18:00:00,18,5,8,1,120.58,135.82,96.1,73.1,20.68
859,17.2,3.5,204,100,18.0,0.0,110.85,0.0,0.0,0.0,0.0,0.0,17.34,2.48,2023-08-05 19:00:00,19,5,8,1,126.72,126.91,97.44,16.72,0.0
860,15.8,8.7,275,99,0.0,0.4,103.03,0.0,0.0,0.0,0.0,0.0,16.67,1.93,2023-08-05 20:00:00,20,5,8,1,110.85,110.44,94.6,0.0,0.0
861,14.7,8.4,295,100,0.0,0.9,89.61,0.0,0.0,0.0,0.0,0.0,15.76,1.52,2023-08-05 21:00:00,21,5,8,1,103.03,97.05,88.27,0.0,0.0
862,13.9,5.8,353,100,0.0,0.4,78.61,0.0,0.0,0.0,0.0,0.0,15.08,1.31,2023-08-05 22:00:00,22,5,8,1,89.61,98.76,83.59,0.0,0.0
863,13.4,3.6,143,100,0.0,0.8,80.04,0.0,0.0,0.0,0.0,0.0,14.46,1.03,2023-08-05 23:00:00,23,5,8,1,78.61,91.64,71.75,0.0,0.0
864,12.9,3.9,112,100,0.0,0.0,72.67,0.0,0.0,0.0,0.0,0.0,14.24,1.1,2023-08-06 00:00:00,0,6,8,1,80.04,89.15,62.84,0.0,0.0
865,12.8,3.3,131,100,0.0,0.0,70.04,0.0,0.0,0.0,0.0,0.0,13.84,1.24,2023-08-06 01:00:00,1,6,8,1,72.67,86.4,56.9,0.0,0.0
866,12.9,4.0,117,100,0.0,0.0,61.89,0.0,0.0,0.0,0.0,0.0,13.57,1.1,2023-08-06 02:00:00,2,6,8,1,70.04,86.62,48.9,0.0,0.0
867,13.0,4.8,138,100,0.0,0.7,65.16,0.0,0.0,0.0,0.0,-3.56,12.87,1.24,2023-08-06 03:00:00,3,6,8,1,61.89,88.28,48.29,0.0,0.0
868,12.9,5.6,130,97,0.0,0.0,66.56,17.94,16.42,20.45,0.35,4.83,12.41,1.31,2023-08-06 04:00:00,4,6,8,1,65.16,98.11,43.33,0.0,40.59
869,12.9,2.1,149,93,17.0,0.0,61.27,68.68,35.37,65.15,1.28,13.89,12.77,1.03,2023-08-06 05:00:00,5,6,8,1,66.56,97.1,36.94,17.94,145.89
870,13.3,5.1,141,79,66.0,0.0,57.52,172.05,102.2,122.9,3.37,23.26,14.32,1.31,2023-08-06 06:00:00,6,6,8,1,61.27,95.31,25.64,68.68,119.77
871,13.9,8.0,170,93,132.0,0.0,53.49,234.43,153.01,144.69,5.17,32.56,15.22,2.34,2023-08-06 07:00:00,7,6,8,1,57.52,88.15,16.33,172.05,189.11
872,15.0,10.0,201,98,223.0,0.0,38.33,310.36,187.81,200.88,7.34,41.3,16.27,2.07,2023-08-06 08:00:00,8,6,8,1,53.49,80.89,0.75,234.43,247.67
873,16.2,9.7,222,90,306.0,0.0,36.83,277.35,159.79,188.9,6.81,48.78,17.54,1.79,2023-08-06 09:00:00,9,6,8,1,38.33,73.19,-6.35,310.36,282.76
874,16.6,8.8,215,99,359.0,0.1,30.12,325.4,139.81,268.45,7.7,53.94,18.25,1.59,2023-08-06 10:00:00,10,6,8,1,36.83,63.47,-19.07,277.35,307.52
